Qseqid	Sseqid	Pident	Length	Mismatch	Gapopen	Qstart	Qend	Sstart	Send	Evalue	Bitscore
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=17034;End=18107;Strand=+	Seqid=LMGT_4071_3;Start=39359;End=40432;Strand=-	99.721	1074	3	0	1	1074	1	1074	0	1967
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=18107;End=19513;Strand=+	Seqid=LMGT_4071_3;Start=37953;End=39359;Strand=-	99.929	1407	1	0	1	1407	1	1407	0	2593
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=19654;End=20220;Strand=+	Seqid=LMGT_4071_3;Start=37246;End=37812;Strand=-	94.533	567	31	0	1	567	1	567	0	876
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=34357;End=36162;Strand=+	Seqid=LMGT_4071_3;Start=21304;End=23109;Strand=-	99.889	1806	2	0	1	1806	1	1806	0	3325
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=48226;End=49056;Strand=+	Seqid=LMGT_4071_3;Start=8401;End=9231;Strand=-	99.88	831	1	0	1	831	1	831	0	1530
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=49237;End=50118;Strand=+	Seqid=LMGT_4071_3;Start=7339;End=8220;Strand=-	99.887	882	1	0	1	882	1	882	0	1624
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=58292;End=58540;Strand=+	Seqid=LMGT_4071_3;Start=249;End=497;Strand=-	99.598	249	1	0	1	249	1	249	3.72e-129	455
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=58823;End=60157;Strand=+	Seqid=LMGT_4071_7;Start=66702;End=67322;Strand=+	88.372	172	19	1	1165	1335	124	295	2.37e-53	206
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=58823;End=60157;Strand=+	Seqid=LMGT_4071_7;Start=66702;End=67322;Strand=+	91.729	133	11	0	1	133	1	133	3.08e-47	185
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=64553;End=66049;Strand=+	Seqid=LMGT_4071_5;Start=6440;End=7939;Strand=-	87.274	1493	190	0	1	1493	1	1493	0	1705
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=85889;End=87559;Strand=+	Seqid=LMGT_4071_7;Start=66702;End=67322;Strand=+	87.5	496	61	1	1165	1660	124	618	2.54e-163	571
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=85889;End=87559;Strand=+	Seqid=LMGT_4071_7;Start=66702;End=67322;Strand=+	91.729	133	11	0	1	133	1	133	3.87e-47	185
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=134026;End=135702;Strand=+	Seqid=LMGT_4071_7;Start=66702;End=67322;Strand=+	87.5	496	61	1	1165	1660	124	618	2.55e-163	571
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=134026;End=135702;Strand=+	Seqid=LMGT_4071_7;Start=66702;End=67322;Strand=+	91.729	133	11	0	1	133	1	133	3.89e-47	185
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=161974;End=164891;Strand=+	Seqid=LMGT_4071_102;Start=3;End=850;Strand=+	100	848	0	0	660	1507	1	848	0	1567
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=208697;End=211614;Strand=+	Seqid=LMGT_4071_102;Start=3;End=850;Strand=+	99.882	848	1	0	660	1507	1	848	0	1561
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=213933;End=216850;Strand=+	Seqid=LMGT_4071_102;Start=3;End=850;Strand=+	100	848	0	0	660	1507	1	848	0	1567
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=325570;End=326028;Strand=+	Seqid=LMGT_4071_7;Start=66702;End=67322;Strand=+	91.729	133	11	0	1	133	1	133	1.03e-47	185
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=326059;End=327261;Strand=+	Seqid=LMGT_4071_7;Start=66702;End=67322;Strand=+	87.071	495	64	0	676	1170	124	618	3.94e-160	560
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=329641;End=330324;Strand=+	Seqid=LMGT_4071_5;Start=8074;End=8739;Strand=+	91.252	663	57	1	17	678	1	663	0	902
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=332216;End=332632;Strand=+	Seqid=LMGT_4071_5;Start=10057;End=10473;Strand=+	97.842	417	9	0	1	417	1	417	0	721
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=332629;End=334290;Strand=+	Seqid=LMGT_4071_5;Start=10470;End=12131;Strand=+	94.826	1662	86	0	1	1662	1	1662	0	2593
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=334384;End=335031;Strand=+	Seqid=LMGT_4071_5;Start=12216;End=12863;Strand=+	91.834	649	51	2	1	648	1	648	0	904
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=335120;End=335884;Strand=+	Seqid=LMGT_4071_5;Start=12952;End=13716;Strand=+	94.902	765	39	0	1	765	1	765	0	1197
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=340550;End=341056;Strand=+	Seqid=LMGT_4071_5;Start=18382;End=18888;Strand=+	99.803	507	1	0	1	507	1	507	0	931
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=346894;End=347451;Strand=+	Seqid=LMGT_4071_5;Start=24726;End=25283;Strand=+	99.642	558	2	0	1	558	1	558	0	1020
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=347480;End=349882;Strand=+	Seqid=LMGT_4071_5;Start=25312;End=27714;Strand=+	99.251	2403	18	0	1	2403	1	2403	0	4338
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=349869;End=350294;Strand=+	Seqid=LMGT_4071_5;Start=27701;End=28126;Strand=+	99.765	426	1	0	1	426	1	426	0	782
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=350291;End=350641;Strand=+	Seqid=LMGT_4071_5;Start=28123;End=28473;Strand=+	99.715	351	1	0	1	351	1	351	0	643
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=350631;End=352130;Strand=+	Seqid=LMGT_4071_5;Start=28463;End=29962;Strand=+	99.867	1500	2	0	1	1500	1	1500	0	2760
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=352606;End=352908;Strand=+	Seqid=LMGT_4071_5;Start=30438;End=30740;Strand=+	99.67	303	1	0	1	303	1	303	4.41e-159	555
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=358432;End=359079;Strand=+	Seqid=LMGT_4071_5;Start=36264;End=36911;Strand=+	99.846	648	1	0	1	648	1	648	0	1192
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=362073;End=362906;Strand=+	Seqid=LMGT_4071_5;Start=39905;End=40738;Strand=+	99.76	834	2	0	1	834	1	834	0	1530
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=363016;End=364104;Strand=+	Seqid=LMGT_4071_5;Start=40848;End=41936;Strand=+	99.725	1089	3	0	1	1089	1	1089	0	1995
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=364101;End=365165;Strand=+	Seqid=LMGT_4071_5;Start=41933;End=42997;Strand=+	99.812	1065	2	0	1	1065	1	1065	0	1956
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=365264;End=365662;Strand=+	Seqid=LMGT_4071_5;Start=43096;End=43494;Strand=+	99.749	399	1	0	1	399	1	399	0	732
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=367350;End=369077;Strand=+	Seqid=LMGT_4071_5;Start=45182;End=46909;Strand=+	98.958	1728	18	0	1	1728	1	1728	0	3092
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=369246;End=369485;Strand=+	Seqid=LMGT_4071_5;Start=47078;End=47470;Strand=+	100	237	0	0	1	237	1	237	3.6e-124	438
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=369636;End=370313;Strand=+	Seqid=LMGT_4071_5;Start=47467;End=48576;Strand=+	99.41	678	3	1	1	678	1	677	0	1229
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=370315;End=370746;Strand=+	Seqid=LMGT_4071_5;Start=47467;End=48576;Strand=+	100	432	0	0	1	432	679	1110	0	798
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=370767;End=372935;Strand=+	Seqid=LMGT_4071_5;Start=48597;End=50765;Strand=+	99.816	2169	4	0	1	2169	1	2169	0	3984
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=373156;End=374388;Strand=+	Seqid=LMGT_4071_5;Start=50986;End=52218;Strand=+	97.972	1233	25	0	1	1233	1	1233	0	2139
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=374777;End=376588;Strand=+	Seqid=LMGT_4071_7;Start=66702;End=67322;Strand=+	87.5	496	61	1	1165	1660	124	618	2.76e-163	571
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=374777;End=376588;Strand=+	Seqid=LMGT_4071_7;Start=66702;End=67322;Strand=+	91.729	133	11	0	1	133	1	133	4.2e-47	185
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=378653;End=379657;Strand=+	Seqid=LMGT_4071_5;Start=54583;End=55587;Strand=+	99.801	1005	2	0	1	1005	1	1005	0	1845
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=379654;End=380670;Strand=+	Seqid=LMGT_4071_5;Start=55584;End=56600;Strand=+	99.705	1017	3	0	1	1017	1	1017	0	1862
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=380946;End=381908;Strand=+	Seqid=LMGT_4071_5;Start=56876;End=57838;Strand=+	99.792	963	2	0	1	963	1	963	0	1768
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=383045;End=383545;Strand=+	Seqid=LMGT_4071_5;Start=58975;End=59475;Strand=+	98.802	501	6	0	1	501	1	501	0	893
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=384197;End=385264;Strand=+	Seqid=LMGT_4071_5;Start=59879;End=60946;Strand=+	99.251	1068	8	0	1	1068	1	1068	0	1929
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=388904;End=389938;Strand=+	Seqid=LMGT_4071_5;Start=64586;End=65620;Strand=+	99.71	1035	3	0	1	1035	1	1035	0	1895
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=390827;End=392716;Strand=+	Seqid=LMGT_4071_5;Start=66509;End=68398;Strand=+	99.894	1890	2	0	1	1890	1	1890	0	3480
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=397252;End=399465;Strand=+	Seqid=LMGT_4071_5;Start=72934;End=75081;Strand=+	99.86	2148	2	1	1	2147	1	2148	0	3949
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=400778;End=401266;Strand=+	Seqid=LMGT_4071_5;Start=76461;End=76949;Strand=+	99.591	489	2	0	1	489	1	489	0	893
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=402651;End=403262;Strand=+	Seqid=LMGT_4071_5;Start=78334;End=78945;Strand=+	99.837	612	1	0	1	612	1	612	0	1125
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=403405;End=404259;Strand=+	Seqid=LMGT_4071_5;Start=79088;End=79942;Strand=+	99.883	855	1	0	1	855	1	855	0	1574
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=412295;End=413926;Strand=+	Seqid=LMGT_4071_5;Start=87977;End=89608;Strand=+	99.816	1632	3	0	1	1632	1	1632	0	2998
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=413923;End=415584;Strand=+	Seqid=LMGT_4071_5;Start=89605;End=91266;Strand=+	99.94	1662	1	0	1	1662	1	1662	0	3064
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=416394;End=417323;Strand=+	Seqid=LMGT_4071_5;Start=92076;End=93005;Strand=+	99.892	930	1	0	1	930	1	930	0	1712
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=417869;End=419434;Strand=+	Seqid=LMGT_4071_5;Start=93551;End=95116;Strand=+	99.936	1566	1	0	1	1566	1	1566	0	2887
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=419533;End=420906;Strand=+	Seqid=LMGT_4071_5;Start=95215;End=96588;Strand=+	99.927	1374	1	0	1	1374	1	1374	0	2532
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=446145;End=448025;Strand=+	Seqid=LMGT_4071_6;Start=94820;End=96700;Strand=-	100	1881	0	0	1	1881	1	1881	0	3474
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=448040;End=449818;Strand=+	Seqid=LMGT_4071_6;Start=93027;End=94805;Strand=-	99.944	1779	1	0	1	1779	1	1779	0	3280
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=450003;End=450971;Strand=+	Seqid=LMGT_4071_6;Start=91874;End=92842;Strand=-	99.897	969	1	0	1	969	1	969	0	1784
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=469515;End=470552;Strand=+	Seqid=LMGT_4071_6;Start=72351;End=73268;Strand=-	99.782	918	1	1	122	1038	1	918	0	1683
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=469515;End=470552;Strand=+	Seqid=LMGT_4071_6;Start=73544;End=74581;Strand=-	76.45	862	177	22	163	1011	169	1017	3.57e-125	444
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=469515;End=470552;Strand=+	Seqid=LMGT_4071_6;Start=73228;End=73389;Strand=-	99.383	162	0	1	1	161	1	162	1.37e-79	292
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=481536;End=482402;Strand=+	Seqid=LMGT_4071_6;Start=60501;End=61367;Strand=-	99.539	867	4	0	1	867	1	867	0	1580
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=482548;End=483804;Strand=+	Seqid=LMGT_4071_6;Start=59099;End=60355;Strand=-	97.534	1257	31	0	1	1257	1	1257	0	2150
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=483797;End=484471;Strand=+	Seqid=LMGT_4071_6;Start=58432;End=59106;Strand=-	97.333	675	18	0	1	675	1	675	0	1147
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=484533;End=485111;Strand=+	Seqid=LMGT_4071_6;Start=57792;End=58370;Strand=-	99.136	579	5	0	1	579	1	579	0	1042
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=485542;End=488079;Strand=+	Seqid=LMGT_4071_6;Start=54824;End=57361;Strand=-	98.818	2538	30	0	1	2538	1	2538	0	4521
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=495161;End=497995;Strand=+	Seqid=LMGT_4071_6;Start=44909;End=47743;Strand=-	99.929	2835	2	0	1	2835	1	2835	0	5225
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=500116;End=500595;Strand=+	Seqid=LMGT_4071_6;Start=42309;End=42788;Strand=-	100	480	0	0	1	480	1	480	0	887
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=502115;End=503056;Strand=+	Seqid=LMGT_4071_6;Start=39848;End=40789;Strand=-	100	942	0	0	1	942	1	942	0	1740
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=504166;End=505152;Strand=+	Seqid=LMGT_4071_6;Start=37752;End=38738;Strand=-	100	987	0	0	1	987	1	987	0	1823
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=505284;End=506228;Strand=+	Seqid=LMGT_4071_6;Start=36676;End=37620;Strand=-	100	945	0	0	1	945	1	945	0	1746
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=509313;End=510044;Strand=+	Seqid=LMGT_4071_6;Start=32860;End=33591;Strand=-	99.59	732	3	0	1	732	1	732	0	1336
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=510666;End=511679;Strand=+	Seqid=LMGT_4071_6;Start=31225;End=32238;Strand=-	99.901	1014	1	0	1	1014	1	1014	0	1868
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=512902;End=514092;Strand=+	Seqid=LMGT_4071_6;Start=28812;End=30002;Strand=-	100	1191	0	0	1	1191	1	1191	0	2200
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=514984;End=516501;Strand=+	Seqid=LMGT_4071_6;Start=26403;End=27920;Strand=-	99.934	1518	1	0	1	1518	1	1518	0	2798
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=516656;End=517960;Strand=+	Seqid=LMGT_4071_6;Start=24944;End=26248;Strand=-	99.31	1305	9	0	1	1305	1	1305	0	2361
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=518226;End=518696;Strand=+	Seqid=LMGT_4071_6;Start=24209;End=24679;Strand=-	99.363	471	3	0	1	471	1	471	0	854
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=519223;End=519963;Strand=+	Seqid=LMGT_4071_6;Start=22942;End=23682;Strand=-	100	741	0	0	1	741	1	741	0	1369
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=520006;End=522384;Strand=+	Seqid=LMGT_4071_6;Start=20521;End=22899;Strand=-	98.697	2379	31	0	1	2379	1	2379	0	4222
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=522409;End=522879;Strand=+	Seqid=LMGT_4071_6;Start=20026;End=20496;Strand=-	99.788	471	1	0	1	471	1	471	0	865
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=523086;End=523444;Strand=+	Seqid=LMGT_4071_6;Start=19462;End=19821;Strand=-	100	359	0	0	1	359	1	359	0	664
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=565689;End=566705;Strand=+	Seqid=LMGT_4071_6;Start=18109;End=19125;Strand=-	99.41	1017	6	0	1	1017	1	1017	0	1845
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=567314;End=567427;Strand=+	Seqid=LMGT_4071_6;Start=17387;End=17500;Strand=-	97.561	82	2	0	1	82	1	82	4.92e-35	141
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=577615;End=578340;Strand=+	Seqid=LMGT_4071_6;Start=6481;End=7206;Strand=-	100	726	0	0	1	726	1	726	0	1341
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=581006;End=581302;Strand=+	Seqid=LMGT_4071_6;Start=3519;End=3815;Strand=-	100	297	0	0	1	297	1	297	2.01e-157	549
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=584962;End=586644;Strand=+	Seqid=LMGT_4071_7;Start=66702;End=67322;Strand=+	87.5	496	61	1	1165	1660	124	618	2.56e-163	571
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=584962;End=586644;Strand=+	Seqid=LMGT_4071_7;Start=66702;End=67322;Strand=+	91.729	133	11	0	1	133	1	133	3.9e-47	185
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=756214;End=757566;Strand=+	Seqid=LMGT_4071_1;Start=309903;End=311255;Strand=-	99.926	1353	1	0	1	1353	1	1353	0	2494
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=757566;End=758582;Strand=+	Seqid=LMGT_4071_1;Start=308887;End=309903;Strand=-	100	1017	0	0	1	1017	1	1017	0	1879
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=769487;End=769759;Strand=+	Seqid=LMGT_4071_1;Start=297712;End=297984;Strand=-	86.939	245	32	0	1	245	1	245	3.44e-75	276
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=772381;End=773193;Strand=+	Seqid=LMGT_4071_1;Start=294274;End=295086;Strand=-	87.454	813	102	0	1	813	1	813	0	937
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=773190;End=774263;Strand=+	Seqid=LMGT_4071_1;Start=293204;End=294277;Strand=-	87.989	1074	129	0	1	1074	1	1074	0	1269
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=774336;End=775538;Strand=+	Seqid=LMGT_4071_1;Start=291923;End=293131;Strand=-	89.635	1206	113	4	1	1197	1	1203	0	1524
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=778704;End=779519;Strand=+	Seqid=LMGT_4071_1;Start=287824;End=288639;Strand=-	88.875	818	87	4	1	816	1	816	0	1003
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=779880;End=781724;Strand=+	Seqid=LMGT_4071_1;Start=285619;End=287463;Strand=-	93.171	1845	126	0	1	1845	1	1845	0	2710
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=784840;End=788289;Strand=+	Seqid=LMGT_4071_1;Start=278930;End=282379;Strand=-	99.014	3450	34	0	1	3450	1	3450	0	6183
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=791217;End=792275;Strand=+	Seqid=LMGT_4071_1;Start=274944;End=276002;Strand=-	99.906	1059	1	0	1	1059	1	1059	0	1951
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=792303;End=792740;Strand=+	Seqid=LMGT_4071_1;Start=274479;End=274916;Strand=-	99.772	438	1	0	1	438	1	438	0	804
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=793900;End=794151;Strand=+	Seqid=LMGT_4071_1;Start=273068;End=273319;Strand=-	99.603	252	1	0	1	252	1	252	8.1e-131	460
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=794613;End=795164;Strand=+	Seqid=LMGT_4071_1;Start=272055;End=272606;Strand=-	99.094	552	5	0	1	552	1	552	0	992
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=797037;End=797591;Strand=+	Seqid=LMGT_4071_1;Start=269652;End=270206;Strand=-	94.775	555	29	0	1	555	1	555	0	865
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=798050;End=798790;Strand=+	Seqid=LMGT_4071_1;Start=268450;End=269190;Strand=-	83.806	741	120	0	1	741	1	741	0	704
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=806464;End=808815;Strand=+	Seqid=LMGT_4071_1;Start=258258;End=260609;Strand=-	92.56	2352	175	0	1	2352	1	2352	0	3374
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=820780;End=822393;Strand=+	Seqid=LMGT_4071_1;Start=244681;End=246294;Strand=-	100	1614	0	0	1	1614	1	1614	0	2981
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=823930;End=824331;Strand=+	Seqid=LMGT_4071_1;Start=242743;End=243144;Strand=-	100	402	0	0	1	402	1	402	0	743
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=824312;End=826630;Strand=+	Seqid=LMGT_4071_1;Start=240444;End=242762;Strand=-	99.914	2319	2	0	1	2319	1	2319	0	4272
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=834454;End=835122;Strand=+	Seqid=LMGT_4071_1;Start=231952;End=232620;Strand=-	99.701	669	2	0	1	669	1	669	0	1225
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=836934;End=837626;Strand=+	Seqid=LMGT_4071_1;Start=229448;End=230140;Strand=-	100	693	0	0	1	693	1	693	0	1280
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=840960;End=842465;Strand=+	Seqid=LMGT_4071_1;Start=224609;End=226114;Strand=-	99.867	1506	2	0	1	1506	1	1506	0	2771
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=848250;End=849143;Strand=+	Seqid=LMGT_4071_1;Start=217931;End=218824;Strand=-	100	894	0	0	1	894	1	894	0	1652
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=861217;End=863625;Strand=+	Seqid=LMGT_4071_1;Start=203449;End=205857;Strand=-	99.958	2409	1	0	1	2409	1	2409	0	4444
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=864069;End=864557;Strand=+	Seqid=LMGT_4071_1;Start=202517;End=203005;Strand=-	100	489	0	0	1	489	1	489	0	904
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=867888;End=868631;Strand=+	Seqid=LMGT_4071_1;Start=198443;End=199186;Strand=-	99.866	744	1	0	1	744	1	744	0	1369
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=872381;End=873022;Strand=+	Seqid=LMGT_4071_1;Start=194053;End=194694;Strand=-	99.844	642	1	0	1	642	1	642	0	1181
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=879491;End=880477;Strand=+	Seqid=LMGT_4071_1;Start=186598;End=187584;Strand=-	99.899	987	1	0	1	987	1	987	0	1818
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=880470;End=881399;Strand=+	Seqid=LMGT_4071_1;Start=185676;End=186605;Strand=-	99.892	930	1	0	1	930	1	930	0	1712
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=883380;End=886949;Strand=+	Seqid=LMGT_4071_1;Start=180126;End=183695;Strand=-	99.916	3570	3	0	1	3570	1	3570	0	6577
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=886946;End=888169;Strand=+	Seqid=LMGT_4071_1;Start=178906;End=180129;Strand=-	99.837	1224	2	0	1	1224	1	1224	0	2250
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=888156;End=888488;Strand=+	Seqid=LMGT_4071_1;Start=178587;End=178919;Strand=-	99.7	333	1	0	1	333	1	333	1.03e-175	610
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=888514;End=889884;Strand=+	Seqid=LMGT_4071_1;Start=177191;End=178561;Strand=-	96.937	1371	42	0	1	1371	1	1371	0	2300
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=890524;End=891027;Strand=+	Seqid=LMGT_4071_1;Start=176047;End=176550;Strand=-	100	504	0	0	1	504	1	504	0	931
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=891027;End=891764;Strand=+	Seqid=LMGT_4071_1;Start=175310;End=176047;Strand=-	100	738	0	0	1	738	1	738	0	1363
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=891869;End=892219;Strand=+	Seqid=LMGT_4071_1;Start=174855;End=175205;Strand=-	100	351	0	0	1	351	1	351	0	649
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=898688;End=899455;Strand=+	Seqid=LMGT_4071_1;Start=167619;End=168386;Strand=-	99.87	768	1	0	1	768	1	768	0	1413
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=907998;End=908891;Strand=+	Seqid=LMGT_4071_1;Start=158183;End=159076;Strand=-	99.776	894	2	0	1	894	1	894	0	1640
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=910921;End=911694;Strand=+	Seqid=LMGT_4071_1;Start=155380;End=156153;Strand=-	100	774	0	0	1	774	1	774	0	1430
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=914662;End=915216;Strand=+	Seqid=LMGT_4071_1;Start=151858;End=152412;Strand=-	99.82	555	1	0	1	555	1	555	0	1020
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=915442;End=916212;Strand=+	Seqid=LMGT_4071_1;Start=150862;End=151632;Strand=-	99.741	771	2	0	1	771	1	771	0	1413
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=916216;End=916998;Strand=+	Seqid=LMGT_4071_1;Start=150076;End=150858;Strand=-	99.361	783	5	0	1	783	1	783	0	1419
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=917209;End=918495;Strand=+	Seqid=LMGT_4071_1;Start=148579;End=149865;Strand=-	100	1287	0	0	1	1287	1	1287	0	2377
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=920475;End=924791;Strand=+	Seqid=LMGT_4071_1;Start=142283;End=146599;Strand=-	100	4317	0	0	1	4317	1	4317	0	7973
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=926706;End=926990;Strand=+	Seqid=LMGT_4071_1;Start=140084;End=140368;Strand=-	99.649	285	1	0	1	285	1	285	4.19e-149	521
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=932622;End=934724;Strand=+	Seqid=LMGT_4071_1;Start=132350;End=134452;Strand=-	99.905	2103	2	0	1	2103	1	2103	0	3873
Seqid=NZ_CP013911.1_chromosome_complete_genome;Start=934899;End=936605;Strand=+	Seqid=LMGT_4071_1;Start=130469;End=132175;Strand=-	100	1707	0	0	1	1707	1	1707	0	3153
