Assembly Name	Assembly Accession	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Isolate	Organism Infraspecific Names Ecotype	Annotation Name	Assembly Stats Total Sequence Length	Assembly Level	Assembly Submission Date	Annotation Count Gene Total	Annotation Count Gene Protein-coding
57-65	GCF_903969965.1	Staphylococcus haemolyticus		SH_30		96 D-5		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2444338	Contig	2020-07-18	2521	2322
58-61	GCF_903969985.1	Staphylococcus haemolyticus		SH_46		124		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2626250	Contig	2020-07-18	2730	2486
58-62	GCF_903969995.1	Staphylococcus haemolyticus		SH_47		125		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2414958	Contig	2020-07-18	2462	2232
58-20	GCF_903970005.1	Staphylococcus haemolyticus		SH_37		107 F-4		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2384126	Contig	2020-07-18	2428	2241
58-37	GCF_903970015.1	Staphylococcus haemolyticus		SH_41		113 D-2		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2423362	Contig	2020-07-18	2490	2275
58-04	GCF_903970025.1	Staphylococcus haemolyticus		SH_34		103 A-5		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2477138	Contig	2020-07-18	2551	2359
58-05	GCF_903970035.1	Staphylococcus haemolyticus		SH_35		105 A-2		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2549801	Contig	2020-07-18	2606	2418
58-21	GCF_903970045.1	Staphylococcus haemolyticus		SH_38		108 D-2		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2396127	Contig	2020-07-18	2426	2233
58-57	GCF_903970055.1	Staphylococcus haemolyticus		SH_45		122 C-3		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2629330	Contig	2020-07-18	2783	2494
58-28	GCF_903970065.1	Staphylococcus haemolyticus		SH_40		110 C-5		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2597027	Contig	2020-07-18	2696	2466
58-39	GCF_903970075.1	Staphylococcus haemolyticus		SH_42		114 F-3		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2524444	Contig	2020-07-18	2554	2382
58-56	GCF_903970085.1	Staphylococcus haemolyticus		SH_44		120 B-4		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2482915	Contig	2020-07-18	2524	2335
58-63	GCF_903970095.1	Staphylococcus haemolyticus		SH_48		126		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2478407	Contig	2020-07-18	2534	2317
58-08	GCF_903970105.1	Staphylococcus haemolyticus		SH_36		106 C-2		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2418543	Contig	2020-07-18	2474	2260
Sha_B36_CVC_2019	GCF_910591425.1	Staphylococcus haemolyticus				Sha_B36_CVC_2019		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2540874	Contig	2021-07-07	2726	2497
Sha_B36_HC_2019	GCF_910591645.1	Staphylococcus haemolyticus				Sha_B36_HC_2019		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2606308	Contig	2021-07-07	2666	2518
Willow Endophyte RIT283	GCA_000627275.1	Staphylococcus haemolyticus		RIT283				Annotation submitted by Monash University Malaysia	2527922	Contig	2014-04-11	2502	2441
ASM76370v1	GCA_000763705.1	Staphylococcus haemolyticus		C10D				NCBI Prokaryotic Genome Annotation Pipeline	2440251	Contig	2014-10-06	2355	2262
ASM76372v1	GCA_000763725.1	Staphylococcus haemolyticus		C10F				NCBI Prokaryotic Genome Annotation Pipeline	2458301	Contig	2014-10-06	2372	2280
ASM76406v1	GCA_000764065.1	Staphylococcus haemolyticus		C10A					2430312	Contig	2014-10-06		
ASM97272v1	GCA_000972725.1	Staphylococcus haemolyticus		Sh29/312/L2				Annotation submitted by USP	2561368	Complete Genome	2015-04-16	2532	2417
ASM98114v1	GCA_000981145.1	Staphylococcus haemolyticus		1HT3				Annotation submitted by Institute of Microbial Technology	2403066	Contig	2015-04-27	2318	2318
7068_7#27	GCA_001047775.1	Staphylococcus haemolyticus		96671					2473962	Contig	2015-06-30		
ASM106864v1	GCA_001068645.1	Staphylococcus haemolyticus		109_SHAE					7088188	Scaffold	2015-07-10		
ASM106970v1	GCA_001069705.1	Staphylococcus haemolyticus		1328_SHAE					2587051	Scaffold	2015-07-10		
ASM107047v1	GCA_001070475.1	Staphylococcus haemolyticus		1292_SHAE					2596018	Scaffold	2015-07-10		
ASM107155v1	GCA_001071555.1	Staphylococcus haemolyticus		164_SHAE					2423577	Scaffold	2015-07-10		
ASM107187v1	GCA_001071875.1	Staphylococcus haemolyticus		235_SHAE					2484273	Contig	2015-07-10		
ASM107209v1	GCA_001072095.1	Staphylococcus haemolyticus		285_SHAE					2525060	Scaffold	2015-07-10		
ASM107465v1	GCA_001074655.1	Staphylococcus haemolyticus		855_SHAE					7191008	Contig	2015-07-10		
ASM107521v1	GCA_001075215.1	Staphylococcus haemolyticus		89_SHAE					5567075	Scaffold	2015-07-10		
7068_7#10	GCA_001223605.1	Staphylococcus haemolyticus		6035					2523744	Scaffold	2015-08-03		
7067_4#70	GCA_001223805.1	Staphylococcus haemolyticus		51-50					3183517	Scaffold	2015-08-03		
7067_4#88	GCA_001223905.1	Staphylococcus haemolyticus		CN1175					2528540	Contig	2015-08-03		
7067_4#82	GCA_001223985.1	Staphylococcus haemolyticus		278-10					2488619	Contig	2015-08-03		
7067_4#76	GCA_001224145.1	Staphylococcus haemolyticus		6_13					2415244	Scaffold	2015-08-03		
7067_4#51	GCA_001224245.1	Staphylococcus haemolyticus		51-26					2609359	Scaffold	2015-08-03		
7068_7#52	GCA_001224425.1	Staphylococcus haemolyticus		103709					2506165	Contig	2015-08-03		
7068_7#6	GCA_001224545.1	Staphylococcus haemolyticus		625					2525382	Contig	2015-08-03		
7068_7#35	GCA_001224745.1	Staphylococcus haemolyticus		131776					2539072	Scaffold	2015-08-03		
7068_7#62	GCA_001225225.1	Staphylococcus haemolyticus		115601					2448034	Contig	2015-08-03		
7068_7#5	GCA_001225245.1	Staphylococcus haemolyticus		6660					2493827	Contig	2015-08-03		
7067_4#44	GCA_001225445.1	Staphylococcus haemolyticus		51-16					2541042	Scaffold	2015-08-03		
7068_7#29	GCA_001225485.1	Staphylococcus haemolyticus		92271					2626030	Contig	2015-08-03		
7067_4#78	GCA_001225665.1	Staphylococcus haemolyticus		AB					2481381	Scaffold	2015-08-03		
7068_7#60	GCA_001225905.1	Staphylococcus haemolyticus		140376					2372839	Contig	2015-08-03		
7068_7#16	GCA_001225985.1	Staphylococcus haemolyticus		F033					2475621	Contig	2015-08-03		
7067_4#26	GCA_001226105.1	Staphylococcus haemolyticus		25-29					2471527	Scaffold	2015-08-03		
7067_4#80	GCA_001226285.1	Staphylococcus haemolyticus		JCSC_1435					2555255	Contig	2015-08-03		
7068_7#48	GCA_001226325.1	Staphylococcus haemolyticus		114126					2518137	Contig	2015-08-03		
7068_7#19	GCA_001226405.1	Staphylococcus haemolyticus		T_621					2621216	Contig	2015-08-03		
7067_4#38	GCA_001226705.1	Staphylococcus haemolyticus		51-07					2522687	Scaffold	2015-08-03		
7067_4#48	GCA_001226765.1	Staphylococcus haemolyticus		51-21					2583329	Contig	2015-08-03		
7068_7#43	GCA_001226805.1	Staphylococcus haemolyticus		121875					2537417	Scaffold	2015-08-03		
7068_7#63	GCA_001227045.1	Staphylococcus haemolyticus		127639					2513924	Scaffold	2015-08-03		
7067_4#91	GCA_001227205.1	Staphylococcus haemolyticus		95671					2476442	Contig	2015-08-03		
7067_4#58	GCA_001227225.1	Staphylococcus haemolyticus		51-34					2511238	Contig	2015-08-03		
7067_4#46	GCA_001227245.1	Staphylococcus haemolyticus		51-18					3009133	Scaffold	2015-08-03		
7067_4#33	GCA_001227365.1	Staphylococcus haemolyticus		26-24					2464983	Contig	2015-08-03		
7068_7#20	GCA_001227385.1	Staphylococcus haemolyticus		T_480					2492973	Scaffold	2015-08-03		
7067_4#25	GCA_001227585.1	Staphylococcus haemolyticus		25-12					2448492	Scaffold	2015-08-03		
7067_4#65	GCA_001227625.1	Staphylococcus haemolyticus		51-44					2453839	Contig	2015-08-03		
7067_4#62	GCA_001227705.1	Staphylococcus haemolyticus		51-41					2550395	Contig	2015-08-03		
7067_4#47	GCA_001227745.1	Staphylococcus haemolyticus		51-20					2492833	Contig	2015-08-03		
7067_4#30	GCA_001228105.1	Staphylococcus haemolyticus		25-59					2475848	Contig	2015-08-03		
7068_7#30	GCA_001228185.1	Staphylococcus haemolyticus		135665					2372829	Contig	2015-08-03		
7068_7#36	GCA_001228285.1	Staphylococcus haemolyticus		127925					2545880	Contig	2015-08-03		
7067_4#66	GCA_001228325.1	Staphylococcus haemolyticus		51-45					2463453	Contig	2015-08-03		
7067_4#60	GCA_001228405.1	Staphylococcus haemolyticus		51-37					2332821	Scaffold	2015-08-03		
7067_4#45	GCA_001228465.1	Staphylococcus haemolyticus		51-17					2858149	Scaffold	2015-08-03		
7068_7#21	GCA_001228845.1	Staphylococcus haemolyticus		W59					2454272	Contig	2015-08-03		
7068_7#65	GCA_001229105.1	Staphylococcus haemolyticus		105731					2436514	Contig	2015-08-03		
7067_4#52	GCA_001229125.1	Staphylococcus haemolyticus		51-27					2398588	Scaffold	2015-08-03		
7068_7#38	GCA_001229185.1	Staphylococcus haemolyticus		113101					2511345	Scaffold	2015-08-03		
7068_7#9	GCA_001229605.1	Staphylococcus haemolyticus		643					2901728	Scaffold	2015-08-03		
7068_7#32	GCA_001229765.1	Staphylococcus haemolyticus		115472					2443261	Scaffold	2015-08-03		
7068_7#58	GCA_001229785.1	Staphylococcus haemolyticus		112056					2500665	Contig	2015-08-03		
7067_4#29	GCA_001229885.1	Staphylococcus haemolyticus		25-57					2466544	Contig	2015-08-03		
7067_4#50	GCA_001230025.1	Staphylococcus haemolyticus		51-24					2524683	Contig	2015-08-03		
7068_7#64	GCA_001230145.1	Staphylococcus haemolyticus		137133					2452281	Contig	2015-08-03		
7068_7#1	GCA_001230305.1	Staphylococcus haemolyticus		CN1219					2501226	Scaffold	2015-08-03		
7067_4#39	GCA_001230445.1	Staphylococcus haemolyticus		51-08					2509985	Contig	2015-08-03		
7067_4#75	GCA_001230625.1	Staphylococcus haemolyticus		8-9					2443104	Scaffold	2015-08-03		
7068_7#28	GCA_001230645.1	Staphylococcus haemolyticus		109919					2522156	Contig	2015-08-03		
7067_4#86	GCA_001230845.1	Staphylococcus haemolyticus		CN1138					2414354	Contig	2015-08-03		
7067_4#42	GCA_001230985.1	Staphylococcus haemolyticus		51-11					2985017	Scaffold	2015-08-03		
7068_7#49	GCA_001231025.1	Staphylococcus haemolyticus		124304					2545211	Scaffold	2015-08-03		
7067_4#35	GCA_001231125.1	Staphylococcus haemolyticus		51-03					2781243	Scaffold	2015-08-03		
7068_7#14	GCA_001231145.1	Staphylococcus haemolyticus		F06					2496681	Contig	2015-08-03		
7067_4#57	GCA_001231265.1	Staphylococcus haemolyticus		51-33					2553435	Scaffold	2015-08-03		
7068_7#55	GCA_001231545.1	Staphylococcus haemolyticus		104658					2624963	Contig	2015-08-03		
7068_7#23	GCA_001231725.1	Staphylococcus haemolyticus		W_75					2489375	Contig	2015-08-03		
7068_7#57	GCA_001231825.1	Staphylococcus haemolyticus		94759					2389735	Contig	2015-08-03		
7068_7#37	GCA_001231885.1	Staphylococcus haemolyticus		124655					2400363	Contig	2015-08-03		
7068_7#22	GCA_001232065.1	Staphylococcus haemolyticus		W114					2611493	Contig	2015-08-03		
7067_4#40	GCA_001232245.1	Staphylococcus haemolyticus		51-09					2581015	Scaffold	2015-08-03		
7067_4#87	GCA_001232285.1	Staphylococcus haemolyticus		CN1167					2501435	Contig	2015-08-03		
7067_4#61	GCA_001232605.1	Staphylococcus haemolyticus		51-39					2509133	Contig	2015-08-03		
7068_7#61	GCA_001232645.1	Staphylococcus haemolyticus		135073					2473547	Scaffold	2015-08-03		
7067_4#74	GCA_001232865.1	Staphylococcus haemolyticus		51-55					2433323	Contig	2015-08-03		
7067_4#73	GCA_001233165.1	Staphylococcus haemolyticus		51-72					2453384	Scaffold	2015-08-03		
7068_7#47	GCA_001233205.1	Staphylococcus haemolyticus		131974					2389717	Contig	2015-08-03		
7068_7#66	GCA_001233265.1	Staphylococcus haemolyticus		89727					2493964	Contig	2015-08-03		
7067_4#72	GCA_001233365.1	Staphylococcus haemolyticus		51-52					2517053	Contig	2015-08-03		
7068_7#31	GCA_001233505.1	Staphylococcus haemolyticus		102938					2608526	Scaffold	2015-08-03		
7067_4#89	GCA_001233565.1	Staphylococcus haemolyticus		CN1197					2331387	Contig	2015-08-03		
7068_7#26	GCA_001233845.1	Staphylococcus haemolyticus		115609					2441757	Contig	2015-08-03		
7068_7#12	GCA_001233865.1	Staphylococcus haemolyticus		708075					2521284	Contig	2015-08-03		
7068_7#51	GCA_001234045.1	Staphylococcus haemolyticus		136731					2477266	Scaffold	2015-08-03		
7068_7#42	GCA_001234185.1	Staphylococcus haemolyticus		109939					2510727	Contig	2015-08-03		
7067_4#34	GCA_001234205.1	Staphylococcus haemolyticus		26-4					2392688	Contig	2015-08-03		
7068_7#8	GCA_001234345.1	Staphylococcus haemolyticus		2111					2556034	Contig	2015-08-03		
7067_4#37	GCA_001234405.1	Staphylococcus haemolyticus		51-06					2522645	Contig	2015-08-03		
7067_4#27	GCA_001234445.1	Staphylococcus haemolyticus		25-38					2438987	Contig	2015-08-03		
7068_7#2	GCA_001234485.1	Staphylococcus haemolyticus		CN1234					2587630	Scaffold	2015-08-03		
7068_7#33	GCA_001234545.1	Staphylococcus haemolyticus		133319					2457248	Contig	2015-08-03		
7068_7#17	GCA_001234585.1	Staphylococcus haemolyticus		F01					2511636	Scaffold	2015-08-03		
7068_7#53	GCA_001235085.1	Staphylococcus haemolyticus		132337					2545280	Scaffold	2015-08-03		
7068_7#18	GCA_001235105.1	Staphylococcus haemolyticus		F0_34					2530510	Scaffold	2015-08-03		
7068_7#41	GCA_001235305.1	Staphylococcus haemolyticus		137772					2492753	Contig	2015-08-03		
7068_7#54	GCA_001235325.1	Staphylococcus haemolyticus		123477					2497851	Scaffold	2015-08-03		
7067_4#56	GCA_001235405.1	Staphylococcus haemolyticus		51-32					2472150	Contig	2015-08-03		
7068_7#25	GCA_001235445.1	Staphylococcus haemolyticus		21116					2594641	Scaffold	2015-08-03		
7068_7#67	GCA_001235545.1	Staphylococcus haemolyticus		131062					2496494	Contig	2015-08-03		
7068_7#15	GCA_001235645.1	Staphylococcus haemolyticus		F045					2586401	Scaffold	2015-08-03		
7067_4#43	GCA_001235665.1	Staphylococcus haemolyticus		51-13					2568124	Scaffold	2015-08-03		
7068_7#44	GCA_001235685.1	Staphylococcus haemolyticus		112622					2463548	Contig	2015-08-03		
7068_7#40	GCA_001235705.1	Staphylococcus haemolyticus		113952					2514173	Scaffold	2015-08-03		
7067_4#85	GCA_001235745.1	Staphylococcus haemolyticus		CN1134					2551848	Contig	2015-08-03		
7067_4#63	GCA_001235805.1	Staphylococcus haemolyticus		51-42					2606425	Contig	2015-08-03		
7067_4#68	GCA_001235945.1	Staphylococcus haemolyticus		51-47					2444138	Scaffold	2015-08-03		
7068_7#39	GCA_001236145.1	Staphylococcus haemolyticus		123268					2508540	Scaffold	2015-08-03		
7067_4#31	GCA_001236245.1	Staphylococcus haemolyticus		25-60					2508661	Scaffold	2015-08-03		
7067_4#49	GCA_001236365.1	Staphylococcus haemolyticus		51-22					2497304	Contig	2015-08-03		
7067_4#71	GCA_001236425.1	Staphylococcus haemolyticus		51-51					2511740	Contig	2015-08-03		
7068_7#34	GCA_001236685.1	Staphylococcus haemolyticus		114564					2441747	Scaffold	2015-08-03		
7067_4#83	GCA_001237065.1	Staphylococcus haemolyticus		CN1011					2658158	Contig	2015-08-03		
7068_7#7	GCA_001237105.1	Staphylococcus haemolyticus		7532					2513933	Contig	2015-08-03		
7068_7#50	GCA_001237185.1	Staphylococcus haemolyticus		134634					2393643	Scaffold	2015-08-03		
7067_4#90	GCA_001237405.1	Staphylococcus haemolyticus		51-15					2940506	Scaffold	2015-08-03		
7068_7#4	GCA_001237425.1	Staphylococcus haemolyticus		6682					2540449	Contig	2015-08-03		
7067_4#81	GCA_001237485.1	Staphylococcus haemolyticus		M-176					2537701	Contig	2015-08-03		
7068_7#46	GCA_001237665.1	Staphylococcus haemolyticus		144377					2562018	Scaffold	2015-08-03		
7067_4#54	GCA_001237685.1	Staphylococcus haemolyticus		51-30					2399191	Contig	2015-08-03		
7067_4#36	GCA_001237705.1	Staphylococcus haemolyticus		51-04					2512845	Scaffold	2015-08-03		
7068_7#45	GCA_001237725.1	Staphylococcus haemolyticus		104626					2717452	Scaffold	2015-08-03		
7068_7#11	GCA_001238045.1	Staphylococcus haemolyticus		6249					2512190	Scaffold	2015-08-03		
7067_4#77	GCA_001238085.1	Staphylococcus haemolyticus		s5					2503878	Scaffold	2015-08-03		
7067_4#55	GCA_001238205.1	Staphylococcus haemolyticus		51-31					2480954	Scaffold	2015-08-03		
7067_4#28	GCA_001238305.1	Staphylococcus haemolyticus		25-44					2673652	Contig	2015-08-03		
7067_4#59	GCA_001238425.1	Staphylococcus haemolyticus		51-35					2724068	Scaffold	2015-08-03		
7067_4#67	GCA_001238515.1	Staphylococcus haemolyticus		51-46					2518342	Contig	2015-08-03		
7068_7#59	GCA_001238665.1	Staphylococcus haemolyticus		97208					2446877	Contig	2015-08-03		
7067_4#32	GCA_001238745.1	Staphylococcus haemolyticus		25-63					2481297	Contig	2015-08-03		
7067_4#53	GCA_001238865.1	Staphylococcus haemolyticus		51-29					2507350	Scaffold	2015-08-03		
7068_7#13	GCA_001238905.1	Staphylococcus haemolyticus		8074328					2583877	Contig	2015-08-03		
7067_4#79	GCA_001239225.1	Staphylococcus haemolyticus		2263-3461					2458332	Scaffold	2015-08-03		
7067_4#41	GCA_001239425.1	Staphylococcus haemolyticus		51-10					2510843	Scaffold	2015-08-03		
7067_4#84	GCA_001239505.1	Staphylococcus haemolyticus		CN1115					2521015	Contig	2015-08-03		
7068_7#56	GCA_001239565.1	Staphylococcus haemolyticus		135814					2518645	Contig	2015-08-03		
7067_4#64	GCA_001239605.1	Staphylococcus haemolyticus		51-43					2608869	Contig	2015-08-03		
7068_7#24	GCA_001239625.1	Staphylococcus haemolyticus		W_139					2479364	Scaffold	2015-08-03		
7068_7#3	GCA_001239725.1	Staphylococcus haemolyticus		7589					2538007	Scaffold	2015-08-03		
ASM141246v1	GCA_001412465.1	Staphylococcus haemolyticus		MTCC 3383				NCBI Prokaryotic Genome Annotation Pipeline	2472482	Contig	2015-10-26	2425	2314
ASM147128v2	GCA_001471285.2	Staphylococcus haemolyticus		FDAARGOS_148				NCBI Prokaryotic Genome Annotation Pipeline	2828330	Contig	2018-01-19	2845	2474
ASM147151v2	GCA_001471515.2	Staphylococcus haemolyticus		FDAARGOS_130				NCBI Prokaryotic Genome Annotation Pipeline	2695523	Contig	2018-01-19	2649	2453
ASM152937v1	GCA_001529375.1	Staphylococcus haemolyticus		SHN36					2363384	Contig	2016-01-22		
ASM152939v1	GCA_001529395.1	Staphylococcus haemolyticus		SHN65					2334876	Contig	2016-01-22		
ASM152942v1	GCA_001529425.1	Staphylococcus haemolyticus		SH1752					2695474	Contig	2016-01-22		
ASM152944v1	GCA_001529445.1	Staphylococcus haemolyticus		SH1574					2384660	Contig	2016-01-22		
ASM152946v1	GCA_001529465.1	Staphylococcus haemolyticus		SH747					2412553	Contig	2016-01-22		
ASM161195v1	GCA_001611955.1	Staphylococcus haemolyticus		S167				NCBI Prokaryotic Genome Annotation Pipeline	2560146	Complete Genome	2016-04-06	2466	2329
ASM170508v1	GCA_001705085.1	Staphylococcus haemolyticus		421				NCBI Prokaryotic Genome Annotation Pipeline	2447072	Contig	2016-08-15	2391	2210
ASM170509v1	GCA_001705095.1	Staphylococcus haemolyticus		864-1				NCBI Prokaryotic Genome Annotation Pipeline	2548117	Contig	2016-08-15	2466	2250
ASM170515v1	GCA_001705155.1	Staphylococcus haemolyticus		527				NCBI Prokaryotic Genome Annotation Pipeline	2478254	Contig	2016-08-15	2445	2258
ASM170524v1	GCA_001705245.1	Staphylococcus haemolyticus		39				NCBI Prokaryotic Genome Annotation Pipeline	2484894	Contig	2016-08-15	2435	2223
ASM174342v1	GCA_001743425.1	Staphylococcus haemolyticus		IIF2SW-P5					2674119	Contig	2016-09-24		
ASM175668v1	GCA_001756685.1	Staphylococcus haemolyticus		VB31546				NCBI Prokaryotic Genome Annotation Pipeline	2520902	Contig	2016-10-11	2495	2317
ASM196986v1	GCA_001969865.1	Staphylococcus haemolyticus		BC05211					2484518	Scaffold	2017-01-23		
ASM196987v1	GCA_001969875.1	Staphylococcus haemolyticus		NW19					2436925	Scaffold	2017-01-23		
ASM197585v1	GCA_001975855.1	Staphylococcus haemolyticus		SW007				NCBI Prokaryotic Genome Annotation Pipeline	2334100	Contig	2017-01-31	2360	2184
ASM211427v1	GCA_002114275.1	Staphylococcus haemolyticus		IPK_TSA25				NCBI Prokaryotic Genome Annotation Pipeline	2517398	Contig	2017-04-28	2430	2260
ASM216543v1	GCA_002165435.1	Staphylococcus haemolyticus		SH06					2501418	Contig	2017-06-02		
ASM227697v1	GCA_002276975.1	Staphylococcus haemolyticus		OG2				NCBI Prokaryotic Genome Annotation Pipeline	2751326	Contig	2017-08-29	3068	2891
ASM279954v1	GCA_002799545.1	Staphylococcus haemolyticus		SH05_17				NCBI Prokaryotic Genome Annotation Pipeline	2553977	Contig	2017-11-29	2614	2420
ASM289232v1	GCA_002892325.1	Staphylococcus haemolyticus		Z52				NCBI Prokaryotic Genome Annotation Pipeline	2389587	Contig	2018-01-18	2421	1751
ASM290180v1	GCA_002901805.1	Staphylococcus haemolyticus		NCTC 11042				NCBI Prokaryotic Genome Annotation Pipeline	2472399	Scaffold	2018-01-27	2466	2334
ASM290659v1	GCA_002906595.1	Staphylococcus haemolyticus		83131A				NCBI Prokaryotic Genome Annotation Pipeline	2610865	Complete Genome	2018-01-30	2555	2385
ASM290661v1	GCA_002906615.1	Staphylococcus haemolyticus		83131B				NCBI Prokaryotic Genome Annotation Pipeline	2612666	Complete Genome	2018-01-30	2545	2383
ASM293408v1	GCA_002934085.1	Staphylococcus haemolyticus		A109N1B1				NCBI Prokaryotic Genome Annotation Pipeline	2941236	Scaffold	2018-02-21	3521	3265
ASM293412v2	GCA_002934125.2	Staphylococcus haemolyticus		G811N2B1				NCBI Prokaryotic Genome Annotation Pipeline	2802141	Contig	2018-02-21	3323	3077
ASM295271v2	GCA_002952715.2	Staphylococcus haemolyticus		SGAir0252				NCBI Prokaryotic Genome Annotation Pipeline	2674594	Complete Genome	2018-02-22	2636	2445
ASM304241v1	GCA_003042415.1	Staphylococcus haemolyticus		SNUC 4966				NCBI Prokaryotic Genome Annotation Pipeline	2518128	Contig	2018-04-06	2543	2363
ASM304243v1	GCA_003042435.1	Staphylococcus haemolyticus		SNUC 5782				NCBI Prokaryotic Genome Annotation Pipeline	2499010	Contig	2018-04-06	2528	2380
ASM304245v1	GCA_003042455.1	Staphylococcus haemolyticus		SNUC 4488				NCBI Prokaryotic Genome Annotation Pipeline	2434412	Contig	2018-04-06	2498	2325
ASM304249v1	GCA_003042495.1	Staphylococcus haemolyticus		SNUC 2814				NCBI Prokaryotic Genome Annotation Pipeline	2435436	Contig	2018-04-06	2458	2310
ASM304251v1	GCA_003042515.1	Staphylococcus haemolyticus		SNUC 1361				NCBI Prokaryotic Genome Annotation Pipeline	2515489	Contig	2018-04-06	2519	2367
ASM304253v1	GCA_003042535.1	Staphylococcus haemolyticus		SNUC 1317				NCBI Prokaryotic Genome Annotation Pipeline	2465668	Contig	2018-04-06	2466	2305
ASM304257v1	GCA_003042575.1	Staphylococcus haemolyticus		SNUC 1584				NCBI Prokaryotic Genome Annotation Pipeline	2532063	Contig	2018-04-06	2602	2433
ASM304259v1	GCA_003042595.1	Staphylococcus haemolyticus		SNUC 136				NCBI Prokaryotic Genome Annotation Pipeline	2425647	Contig	2018-04-06	2452	2293
ASM304261v1	GCA_003042615.1	Staphylococcus haemolyticus		SNUC 1450				NCBI Prokaryotic Genome Annotation Pipeline	2433951	Contig	2018-04-06	2427	2281
ASM304267v1	GCA_003042675.1	Staphylococcus haemolyticus		SNUC 128				NCBI Prokaryotic Genome Annotation Pipeline	2352206	Contig	2018-04-06	2328	2169
ASM304269v1	GCA_003042695.1	Staphylococcus haemolyticus		SNUC 127				NCBI Prokaryotic Genome Annotation Pipeline	2411254	Contig	2018-04-06	2423	2256
ASM304301v1	GCA_003043015.1	Staphylococcus haemolyticus		SNUC 1114				NCBI Prokaryotic Genome Annotation Pipeline	2476938	Contig	2018-04-06	2489	2326
ASM304363v1	GCA_003043635.1	Staphylococcus haemolyticus		SNUC 4637				NCBI Prokaryotic Genome Annotation Pipeline	2534645	Contig	2018-04-06	2579	2436
ASM304367v1	GCA_003043675.1	Staphylococcus haemolyticus		SNUC 3825				NCBI Prokaryotic Genome Annotation Pipeline	2462373	Contig	2018-04-06	2465	2313
ASM304369v1	GCA_003043695.1	Staphylococcus haemolyticus		SNUC 2139				NCBI Prokaryotic Genome Annotation Pipeline	2555895	Contig	2018-04-06	2636	2446
ASM304371v1	GCA_003043715.1	Staphylococcus haemolyticus		SNUC 3453				NCBI Prokaryotic Genome Annotation Pipeline	2502342	Contig	2018-04-06	2537	2357
ASM304373v1	GCA_003043735.1	Staphylococcus haemolyticus		SNUC 1408				NCBI Prokaryotic Genome Annotation Pipeline	2547556	Contig	2018-04-06	2605	2462
ASM304375v1	GCA_003043755.1	Staphylococcus haemolyticus		SNUC 220				NCBI Prokaryotic Genome Annotation Pipeline	2408783	Contig	2018-04-06	2427	2263
ASM304377v1	GCA_003043775.1	Staphylococcus haemolyticus		SNUC 823				NCBI Prokaryotic Genome Annotation Pipeline	2464192	Contig	2018-04-06	2495	2336
ASM304379v1	GCA_003043795.1	Staphylococcus haemolyticus		SNUC 203				NCBI Prokaryotic Genome Annotation Pipeline	2476009	Contig	2018-04-06	2550	2399
ASM304381v1	GCA_003043815.1	Staphylococcus haemolyticus		SNUC 123				NCBI Prokaryotic Genome Annotation Pipeline	2471761	Contig	2018-04-06	2496	2323
ASM304382v1	GCA_003043825.1	Staphylococcus haemolyticus		SNUC 109				NCBI Prokaryotic Genome Annotation Pipeline	2529407	Contig	2018-04-06	2554	2431
ASM342846v1	GCA_003428465.1	Staphylococcus haemolyticus		0894-2001-2009				NCBI Prokaryotic Genome Annotation Pipeline	2581605	Scaffold	2018-08-26	2666	2499
ASM342847v1	GCA_003428475.1	Staphylococcus haemolyticus		0878-2001-2009				NCBI Prokaryotic Genome Annotation Pipeline	2579723	Scaffold	2018-08-26	2659	2490
ASM342854v1	GCA_003428545.1	Staphylococcus haemolyticus		0054-1702-2009				NCBI Prokaryotic Genome Annotation Pipeline	2547889	Scaffold	2018-08-26	2631	2457
ASM342855v1	GCA_003428555.1	Staphylococcus haemolyticus		0050-1702-2009				NCBI Prokaryotic Genome Annotation Pipeline	2545011	Scaffold	2018-08-26	2624	2449
ASM357967v1	GCA_003579675.1	Staphylococcus haemolyticus		SNUC 2245				NCBI Prokaryotic Genome Annotation Pipeline	2389134	Contig	2018-09-20	2452	2296
ASM358078v1	GCA_003580785.1	Staphylococcus haemolyticus		SNUC 5468				NCBI Prokaryotic Genome Annotation Pipeline	2496264	Contig	2018-09-20	2544	2395
ASM358079v1	GCA_003580795.1	Staphylococcus haemolyticus		SNUC 4350				NCBI Prokaryotic Genome Annotation Pipeline	3276896	Contig	2018-09-20	4014	3722
